player_id,offensive_value,defensive_value,vaep_value,player,team,position_group,minutes,attack_far_per90,defense_far_per90,possession_far_per90,total_far,total_far_per90,xg_per90
3281.0,0.1218242297979923,0.7836317205337764,0.9054559503317688,Aaron Mooy,Australia,CDM,382,0.028702043669684,0.1846252744713085,0.0,0.9054559503317688,0.2133273181409926,0.0092335563612565
37211.0,1.568581289073791,0.7804170445621139,2.3489983336359046,Kaoru Mitoma,Japan,FB,186,0.7589909463260277,0.3776211505945712,0.0,2.3489983336359046,1.1366120969205988,0.4053069222580645
5595.0,-0.0193688746330735,0.7685099091899588,0.7491410345568852,Johan Alberto Venegas Ulloa,Costa Rica,CM,264,-0.0066030254430932,0.2619920144965769,0.0,0.7491410345568852,0.2553889890534836,0.0
3034.0,0.1429803993156611,0.7514853223884757,0.8944657217041367,Kamil Glik,Poland,CB,385,0.0334239894504142,0.1756718935453579,0.0,0.8944657217041367,0.2090958829957722,0.035212719038961
5549.0,1.274962774205619,0.7188518635591947,1.9938146377648136,Manuel Obafemi Akanji,Switzerland,CB,381,0.3011723088674691,0.1698075268250066,0.0,1.9938146377648136,0.4709798356924757,0.2085045902362204
5245.0,0.739699301753916,0.6576500077173364,1.3973493094712524,Achraf Hakimi Mouh,Morocco,FB,648,0.1027360141324883,0.09134027884963,0.0,1.3973493094712524,0.1940762929821183,0.1277217877777777
5675.0,1.3493755124619753,0.6336870007827713,1.9830625132447464,Kalidou Koulibaly,Senegal,CB,382,0.3179156966533449,0.1492979844776162,0.0,1.9830625132447464,0.4672136811309612,0.0551968562827225
6909.0,0.1872597485239566,0.6332574989952491,0.8205172475192057,Damián Emiliano Martínez,Argentina,GK,720,0.0234074685654945,0.0791571873744061,0.0,0.8205172475192057,0.1025646559399007,0.0
5234.0,0.4840169219478412,0.6046070761058502,1.0886239980536914,Sofyan Amrabat,Morocco,CDM,686,0.063500762354673,0.0793216280605342,0.0,1.0886239980536914,0.1428223904152073,0.0027146044023323
16531.0,0.3472730549107155,0.5979952757761566,0.945268330686872,Dominik Livaković,Croatia,GK,709,0.0440826162792163,0.0759091323270156,0.0,0.945268330686872,0.1199917486062319,0.0
