player_id,offensive_value,defensive_value,vaep_value,player,team,position_group,minutes,attack_far_per90,defense_far_per90,possession_far_per90,total_far,total_far_per90,xg_per90
5503.0,3.9522928096462526,-0.1593549308449837,3.792937878801269,Lionel Andrés Messi Cuccittini,Argentina,ST,720,0.4940366012057816,-0.0199193663556229,0.0,3.792937878801269,0.4741172348501586,0.949831153125
3009.0,3.584540087963552,0.0164356360805335,3.600975724044085,Kylian Mbappé Lottin,France,W,642,0.5025056198079745,0.002304061132785,0.0,3.600975724044085,0.5048096809407596,0.7032829734112149
22084.0,3.0693464978147347,0.0508373668015735,3.1201838646163083,Bukayo Saka,England,W,378,0.7307967851939844,0.0121041349527556,0.0,3.1201838646163083,0.74290092014674,0.1379655869047619
29560.0,2.7803579033266037,0.0413080376628727,2.821665940989476,Julián Álvarez,Argentina,ST,477,0.5245958308163402,0.0077939693703533,0.0,2.821665940989476,0.5323898001866936,0.3600617798113207
5258.0,2.6128834529314027,0.0651226503827047,2.678006103314108,Giorgian Daniel De Arrascaeta Benedetti,Uruguay,CM,213,1.104035261802001,0.0275166128377625,0.0,2.678006103314108,1.1315518746397637,0.4793713394366197
3604.0,2.451098530845684,0.0139885499883121,2.465087080833996,Olivier Giroud,France,ST,524,0.4209902056796022,0.0024026135476108,0.0,2.465087080833996,0.423392819227213,0.521442699389313
6704.0,2.3756432941532357,0.0170360619736307,2.392679356126866,Theo Bernard François Hernández,France,FB,642,0.3330341066569955,0.0023882329869575,0.0,2.392679356126866,0.3354223396439532,0.036351824859813
20750.0,2.318708443301972,0.4682261984309548,2.786934641732927,Cody Mathès Gakpo,Netherlands,CAM,452,0.4616897342857909,0.0932308802185529,0.0,2.786934641732927,0.5549206145043438,0.1119757362610619
3318.0,2.295558328770312,0.0359759346536634,2.3315342634239755,Marcus Rashford,England,W,170,1.215295585819577,0.0190460830519394,0.0,2.3315342634239755,1.2343416688715163,0.7319571855882353
38803.0,2.159910471510557,-0.064708286287896,2.0952021852226608,Gonçalo Matias Ramos,Portugal,ST,264,0.7363331152876899,-0.0220596430526918,0.0,2.0952021852226608,0.714273472234998,0.5696896725
